coefficients,di_exact,kde,knn_sqrt,knn_sqrt_2,knn_sqrt_4
"[[[1.0641524346446, 0.0, 0.0, 0.7651873545009418, 0.0], [0.6245816627004726, 0.0, 0.0, 0.0, 0.0], [0.0, -1.3602089170171072, 0.0, -0.45061981814423585, 0.0], [-0.7724312760888283, 0.0, 0.0, 0.0, 0.0], [1.1526320368423548, 0.0, 0.0, -1.5284713328670663, 0.0]]]","[[0.9205806676256354, 0.5057698113455801, 0.0, 0.6541847635408001, 0.9809404584797339], [0.0, 0.0, 0.9388027789690713, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5826330682033508, 0.0, 0.2616892042003161, 0.0, 1.1245943879156228], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.006075550258472518], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.32488171452802583, 0.2198299518093766, 0.0, 0.2708617765321269, 0.3650584096992143], [0.0, 0.0, 0.17650126283508938, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.15525955245731168], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.38059834427490113, 0.24556509079764202, 0.0, 0.3039661462795957, 0.4062098332735347], [0.0, 0.0, 0.23258994380668188, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.02797784127883676, 0.0, 0.0, 0.0, 0.22096392039214438], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.40884286447959495, 0.2638113328770599, 0.0, 0.34514220933401085, 0.4250139973016904], [0.0, 0.0, 0.2849414495838409, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.05748027727570846, 0.0, 0.0, 0.0, 0.284873102793649], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.5115371274100892, 0.0, 0.18881705624395567, 0.0, -1.3967857080398118], [0.0, 0.6451732985506596, 0.0, -0.6051335176097774, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7885156669488173, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.12115203904601371, 0.0, 0.0, 0.23494605238930158], [0.0, 0.0, 0.5349638545122539, 0.0, 0.0], [0.0, 0.04628510385032783, 0.0, 0.0, 0.0], [0.0, 0.0, 0.1416253854259224, 0.0, 0.0], [0.0, 0.7352993909587124, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.11369493569429243], [0.0, 0.0, 0.4040563179927236, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.045468815288633745, 0.0, 0.0], [0.0, 0.4176981149982499, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.12075839147293319], [0.0, 0.0, 0.4164236473719824, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05941898479251287, 0.0, 0.0], [0.0, 0.4749769454000356, 0.0, 0.0, 0.0]]","[[0.0, 0.026338037347203212, 0.0, 0.0, 0.16736933533603582], [0.0, 0.0, 0.4557613168215888, 0.0, 0.0], [0.0003135913931615973, 0.0, 0.0, 0.0, 0.0], [0.005465676175252477, 0.0, 0.09287532799257064, 0.0, 0.0], [0.0, 0.5550637456593379, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.7345861631298162, 0.0, 0.0], [0.0, -0.6405360123577111, 1.2311069679680542, 0.13495009456350154, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.9408908217904774, -0.8957506622852466, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.6170960071661599, 0.0, 0.0, 0.0], [0.23145873482241472, 0.462991050996267, 0.0, 0.3066533880368341, 0.0], [0.0, 0.06506249039271067, 0.0, 1.0176088318852337, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.06169466682521154, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2070277252621627, 0.0, 0.0, 0.0], [0.10071859466148339, 0.1861720994146328, 0.0, 0.10362210890744639, 0.0], [0.0, 0.0, 0.0, 0.538999714701633, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.23021830160803855, 0.0, 0.0, 0.0], [0.12432792623688549, 0.2332375028600703, 0.0, 0.13197344965947302, 0.0], [0.0, 0.0, 0.0, 0.5617141075018914, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2566810994789276, 0.0, 0.0, 0.0], [0.15664019405507923, 0.28580079091849864, 0.0, 0.17706268571194642, 0.0], [0.0, 0.0, 0.0, 0.5987991171711078, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[-0.6751921355308946, -1.0950916461898474, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [-1.3711631862330922, -0.5390367260976486, 0.0, -0.14677048313580562, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.9982732670525697, -0.5456376050756514, 0.0, 0.0, 0.8366400596335049]]]","[[0.4553630741570042, 0.0, 0.9758565451734703, 0.0, 0.7402501907739807], [0.37259806389602623, 0.0, 0.11597740932257035, 0.0, 0.13021930762418574], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0020668268637710897, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 1.0143930696091852]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.12215951495833768]]","[[0.10941019260321622, 0.0, 0.38008183104866106, 0.0, 0.2045582134320226], [0.12044734542168792, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.673257694609095]]","[[0.13697962334654323, 0.0, 0.4477178474124722, 0.0, 0.27850549847797323], [0.15995225917487083, 0.0, 0.002014413326951975, 0.0, 0.0024389375312636424], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7165371516777983]]","[[0.1878121580601077, 0.0, 0.5257266075496793, 0.00019107355632075497, 0.3363250837826025], [0.19264423088032867, 0.0, 0.006148532460383709, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.7799388561924759]]"
"[[[0.0, 1.0560508628159304, -0.25197542762512715, 0.10374586437312786, 0.0], [0.0, 0.2624735630820622, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.5938259525266167, 0.0], [0.9238049452033278, -0.9215793141171102, 0.8507195023518638, 0.0, 0.0], [-0.8031244811725908, -1.1461575079828614, 0.0, -1.5160443086028244, 0.0]]]","[[0.0, 0.0, 0.0, 0.5498809740922403, 0.4722860796290612], [0.3919782056470978, 0.02792789412565411, 0.0, 0.2912366736088654, 0.4322330033006411], [0.07521135502744754, 0.0, 0.0, 0.5717889859480251, 0.0], [0.02766666787804068, 0.0, 0.5698909198903558, 0.0, 1.2899932124888833], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08323919967631413], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.15585154229765757, 0.004596075652451649], [0.13457069597553548, 0.0, 0.0, 0.014981212399577256, 0.028917763245110212], [0.0, 0.0, 0.0, 0.11570620034642992, 0.0], [0.0, 0.0, 0.342801377658793, 0.0, 0.6059894146062876], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.17511252986991205, 0.040018094556672185], [0.16812575782459238, 0.0, 0.0, 0.04172846852958929, 0.07960108230479072], [0.0, 0.0, 0.0, 0.145679829307533, 0.0], [0.0, 0.0, 0.36812306625383656, 0.0, 0.6580025644626457], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.22331258758570524, 0.10084214835893411], [0.21759316848916824, 0.0, 0.0, 0.08142024120053934, 0.12663303756971628], [0.0, 0.0, 0.0, 0.19068583555734692, 0.0], [0.0, 0.0, 0.3944215597088307, 0.0, 0.7611989577973335], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.8785142508704844, 0.0, 0.0, 0.0, 0.5758210284994972], [0.0, 0.0, 0.0, 0.0, 0.2745348567231219], [0.0, -0.1392254367492691, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.7864027090696463, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.009652364571060092, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.13581706401904622, 0.03298618984299402, 0.0, 0.0, 0.0]]","[[0.0952642488545338, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.6890640137911254, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.04086737604745446, 0.0, 0.0, 0.0, 0.0]]","[[0.7227213799152419, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.05336627582573632, 0.0003889028674769578, 0.0, 0.0, 0.0]]","[[0.7267052129264993, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0037905737430514235], [0.0, 0.0, 0.0, 0.008735086837823968, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.10345677108702056, 0.0, 0.0, 0.0, 0.0]]"
"[[[-0.1609713086859865, -0.8662806647097545, 0.0, 0.0, 0.0], [0.10840909395475508, 0.0, 0.0, 0.0, 0.0], [0.0, 0.8525323893806243, -0.446183721836259, 1.3745987471528058, 0.0], [0.0, 0.0, -0.17783611110563438, 0.0, -1.7548521356523838], [0.0, -2.074743733598978, 0.0, 0.0, 0.0]]]","[[0.03332361780184879, 0.0052692825877301485, 0.0, 0.0, 0.0], [0.3071950837188713, 0.0, 0.25803489723695694, 0.0, 0.8539484254903484], [0.0, 0.0, 1.1117758680502592, 0.4075852293083949, 0.0], [0.0, 0.0, 1.7961210246370205, 0.0, 0.0], [0.0, 0.0, 0.0, 1.421512764233012, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.13768860331455943, 0.0, 0.0], [0.0, 0.0, 0.4639447583711811, 0.0, 0.0], [0.0, 0.0, 0.0, 0.08481542122679421, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.04851573501539841, 0.0, 0.0, 0.0, 0.09065358711765163], [0.0, 0.0, 0.3612472417158802, 0.0, 0.0], [0.0, 0.0, 1.2277946235412316, 0.0, 0.0], [0.0, 0.0, 0.0, 0.5355924683850387, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.07237464733211446, 0.0, 0.0, 0.0, 0.1561309810856353], [0.0, 0.0, 0.4762199173629599, 0.0, 0.0], [0.0, 0.0, 1.3164523565438684, 0.0, 0.0], [0.0, 0.0, 0.0, 0.6449530183624346, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.09540118260049683, 0.0, 0.0, 0.0, 0.25234257978603625], [0.0, 0.0, 0.5882140937267395, 0.0, 0.0], [0.0, 0.0, 1.4292115203253084, 0.0, 0.0], [0.0, 0.0, 0.0, 0.7744035481850652, 0.0]]"
"[[[0.0, 0.7471888774617693, 0.0, 0.0, -0.2165079334004128], [0.5466883457679508, 0.0, 0.0, 0.0, 0.0], [-0.8520048640471478, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.43907820001983355, 0.25051135494625665], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.22322073784589241, 0.4677868653791817, 0.0, 0.0], [0.3221587083109887, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.09111837916091811, 0.0], [0.019608204870049394, 0.0, 0.0, 0.019457222443265174, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.15142613852040726, 0.35152611827147934, 0.0, 0.0], [0.16849654023082944, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.032985692835106155, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.17455122098897932, 0.38014795958465064, 0.0, 0.0], [0.195334887852067, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05260985499386953, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.16731870604684246, 0.37717733659103597, 0.0, 0.0], [0.20584325565014935, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.05841334565851103, 0.0], [0.009882002546487509, 0.0, 0.0, 0.009756470012217971, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [1.0130704065989473, 0.0, -0.8716938027333168, 0.0, -0.19462517695422657], [1.0954618831083143, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, -0.4873890140596348, 0.36524739350081314, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.3384978202090725, 0.4128454077187766, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.4646227575871187, 0.0, 0.22304076381577953, 0.0], [0.0, 0.0, 0.0, 0.12313284963090763, 0.0], [0.0, 0.008864367084381247, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.1452181891372222, 0.22968412691189824, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2412125357469979, 0.0, 0.12376712930260675, 0.0], [0.0, 0.0, 0.0, 0.05472857823662385, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.17022574634268708, 0.26740984355492425, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.25977056541314886, 0.0, 0.1293314238573347, 0.0], [0.0, 0.0, 0.0, 0.06649803763853761, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.2108635708770995, 0.28977580143701775, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.2800602879068888, 0.0, 0.13062891950467834, 0.0], [0.0, 0.0, 0.0, 0.04540945063060773, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.6847538415794816, 0.402149816116243], [0.0, 0.5531948880918589, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8776018264156157, 0.9182795945148367], [0.18590251780145864, 1.5312883848287955, 0.0, 0.0, 1.3882736160934321], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0695534343448472, 0.0], [0.0, 0.15738429186351333, 0.0, 0.7249066361475363, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.7553430896378288, 0.0, 0.9243234660494334, 0.0, 0.0], [0.08056811404450495, 0.0, 0.33389666875929713, 0.5371816671077859, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.007067794734127921, 0.0, 0.05047256735897636, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.05895467932035076, 0.0, 0.21337373058287107, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.4666731389985468, 0.0, 0.5203746446214387, 0.0, 0.0], [0.0014969210209031206, 0.0, 0.09530833666944816, 0.13986726079781528, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.046505717408502116, 0.0, 0.2695441802251239, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.48483985105688693, 0.0, 0.5622865509582237, 0.0, 0.0], [0.005796879938129599, 0.0, 0.12848519076888787, 0.19844368469930532, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.10213856163351322, 0.0, 0.36306378119058597, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.48969234044629945, 0.0, 0.5683015773783081, 0.0, 0.0], [0.007008606962622179, 0.0, 0.16311186995316806, 0.2544879930636302, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.4165124977999556, 0.0], [0.0, -0.301182717272525, 0.0, 0.0, 0.0], [-2.796073983801387, -0.7492124973459653, 0.9610461088762109, 0.0, 0.0], [0.0, -2.131723840766349, 0.37486229399062015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 1.5990361574814955, 0.0, 0.0], [0.0, 0.04941793017362516, 0.2293740740992789, 0.9673575523353188, 0.0], [0.0, 0.0, 1.94449637450188, 1.0959098335251167, 0.0], [0.579865781816856, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.025397397508523507, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.36931621394595826, 0.15369925783896296, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.4233735169924279, 0.0, 0.0], [0.0, 0.0, 0.0, 0.16177120991844113, 0.0], [0.0, 0.0, 0.6103043282900444, 0.27025511837545924, 0.0], [0.2704706965730692, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.5667527644948198, 0.0, 0.0], [0.0, 0.0045541036603786, 0.0, 0.25041264744376507, 0.0], [0.0, 0.0, 0.7016048011907868, 0.29868697442955827, 0.0], [0.30592095139584974, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.7183858507775154, 0.0, 0.0], [0.0, 0.007977579178843728, 0.0, 0.356886153382465, 0.0], [0.0, 0.0, 0.8502883894857781, 0.3561320897289941, 0.0], [0.3485071511356757, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, -1.1295127693785356], [0.0, -0.6241626296113632, 0.0, 0.0, 0.0], [0.0, 0.0, -0.8585374774334769, 0.0, 1.7752790377926415], [0.0, 0.0, 0.0, 0.0, 0.0], [0.2420303598632136, 0.0, 0.0, 0.0, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.06574552048958811], [0.0, 0.21344330177154158, 0.0, 0.0, 0.0], [0.0, 0.0, 1.1752448409743663, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.4881442058658563, 0.0, 0.8161659162243452, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.19775968641878916, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.02416918171193454], [0.0, 0.11729874241571119, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6205976883599021, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.24149156874788935, 0.0, 0.3034390585111278, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.021319601886055993], [0.0, 0.12865880988141026, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6938479673509736, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.30178199966275493, 0.0, 0.40146615206851516, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.029140582402810034], [0.0, 0.13088054635166851, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7601172465327223, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.31873744157460604, 0.0, 0.4677222886214515, 0.0, 0.0]]"
"[[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.6180623828115858, 0.29753614428894154]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1635399036245387], [0.0, 0.0, 0.0, 0.0, 0.06262352621076933]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.09604927455896282], [0.0, 0.0, 0.0, 0.0, 0.002759819559229429]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.1254399292954699], [0.0, 0.0, 0.0, 0.0, 0.018720676183411618]]","[[0.0, 0.0, 0.0, 0.0007204700701635629, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.00615948701531532, 0.0, 0.1086734629383469], [0.0, 0.0, 0.0, 0.0, 0.009393948528971876]]"
"[[[0.0, 0.0, 0.0, 0.8017348532893821, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 1.3808660642911201, -0.5366149974242611, 0.0, 0.0], [0.0, 0.0, 0.0, -0.5919386783262123, 0.0], [-0.33654470380869733, -0.834673525504132, 0.0, -1.557498750946765, 0.0]]]","[[0.0, 0.0, 0.0, 0.0, 0.08596565818429978], [0.0, 0.0, 0.512583747701386, 0.0, 0.24057741705722752], [0.0, 0.0, 0.385411107421698, 0.0, 0.0], [0.3565862609262841, 0.0, 0.0, 0.2092796264799825, 0.7738425979587489], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.24310519836088748, 0.0, 0.054017027362654076], [0.0, 0.0, 0.15305456271907752, 0.0, 0.0], [0.16017906926133976, 0.0, 0.0, 0.06830414579152205, 0.29426755181997477], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3077623003584462, 0.0, 0.0935856761413477], [0.0, 0.0, 0.17479583304385518, 0.0, 0.0], [0.18873912836265075, 0.0, 0.0, 0.10057992330088351, 0.37067850515726386], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3444649308807691, 0.0, 0.09886799329213941], [0.0, 0.0, 0.2067111980941296, 0.0, 0.0], [0.20550132804645807, 0.0, 0.0, 0.06603782193889163, 0.400605293158386], [0.0, 0.0, 0.0, 0.0, 0.0]]"
"[[[0.0, 0.0, -0.7901803109423913, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.17456779259261532, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.16359458942913602, 0.0, -0.5097771034461466, -0.15187208182246512]]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.015843848850844215], [0.25361783182082887, 0.0, 0.008430301768598604, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.08740407941563541], [0.0, 0.0, 0.0, 0.0, 0.010878562888520196]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.16736952792742146, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05000503153365588], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.19899093158080128, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.04910495238479819], [0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.22144269408551323, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0824708021942435], [0.0, 0.006953797652365382, 0.0, 0.020217594044293994, 0.013333197381938989]]"
